,TEXT,Label
26714,@monica058 Happy Anoop Day to you Monica,5
7235,I'm off to a fun filled evening at a funeral home ...  Joy.,8
1943,Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!,8
23894,off out in a min to buy my new bed,4
38346,Yogulicious? another sour sally competitor,4
1239,Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth,5
17349,@keithjoforever why are you so angry keith...  whats up...,8
4575,"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",4
7591,@danecook Sooo SAD I will miss you here in San Diego!!!,8
14315,"I love summer, but I oddly don't want this school year to end.",8
5160,had a shit contact with both parents &gt;.&gt;  grrr,3
10992,@goddessgreeneye i know but it will make us all watch the awards on sunday! lol..i want to shower and there is no water!,5
20160,"http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova",4
29986,My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,1
36447,great night! great peolple!,0
24801,"tiny PhD's will do, because those bigger than me keep taunting me",1
38397,@pcsketch There is a motorcycle for sale down the road. Mind you it'd be stupid of me to get it. Summer 5 months away.,5
4410,I am tres depressed,5
14486,Feel hurt. in car. gonna watch a funny movie. someone talk,5
7186,Manchester was wayyyyy to busy!  so warm today also! :'(,8
12987,@3RDegree09 man i still haven't seen that movie...too bad i'm at work,8
21862,@John1954Moi Ha good morning! May the fourth be with you too,4
17066,such a good day!! even though my so called friends did try to row away from me  but god i love em :p,0
16117,Doing my fieldwork databook. Slept awkwardly. Bones all sore.,5
6344,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri,8
20516,"@clarissa61190 and if you want to leaveeeee I can guranteee, you won't find nobody, else like meeee",5
21311,Excited that I get to add a new listening Exercise to the site.  Stay tuned!,0
20959,"@mintea Good idea! I'll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",5
8786,#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod,8
2758,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!,8
31284,@ADKmama I'll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,0
33282,"I &lt;3 Rupert Grint......&amp; of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",8
16524,@alpy apparently!  Haven't tried the site tho. Maybe will get better results.,4
9519,"@Agent_M that just gave me that sick-to-my-stomach feeling  ppl like that don't belong in regular society, ever!",8
14540,@eddyizm Do you not like turtles?,8
296,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!,5
15451,"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (BASTARD) LOL",4
31580,I'm on my way to see '17 Again'.  I've wanted to see it for a looong time,1
11480,I want to be in love.......,5
18754,zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt,5
19556,@gleek he'll be out of school in 18mos! He just started again,4
39282,"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!",1
8023,I have a job at camp!!  Only downfall? No midnight showing of Harry Potter for me,0
15968,"@joyzaphine Ouch! Sunburn's bad! Hope it's not to sore on your bedding, that's always the problem.",5
13551,no boby will not talk 2 me,5
26280,"@David_N_Wilson C'mon, I like the superpower explanation better! LOL",2
2735,huh? its 1 am already? shucks,9
37035,(@amandastorlie) Shut up and put your money where your mouth is thats what you get for waking up in vegas,6
15164,Been so busy for the entire week. Be able to take a breath next Tuesday,3
38064,"@ohmyjooo why did Ate Maita give you a message?  *curious* xD )) BTW,nice polaroid shot! ;;) from polaroid.net...? xD",9
16239,Sadness  The top horde guild that I liked disbanded.,8
30574,@1027KIISFM REALLY?  COOL!,9
20231,&lt;3 KoRn... You guys are champions of the world,0
14985,Awaiting reply from two projects. One cancelled.,4
1399,Wants milk,8
12761,@JennLovesM5 DUDE WHAT? I WANNNNAAAA GOOOOOO,9
20386,Prom was awesome.,2
22112,@John1954Moi Brilliant  Thanks! Not sure what brownie points will get you though!,4
16912,Wtf was that crap 5 mins before the marked closed...FAZ you cost me 4 grand,4
36129,Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,0
5416,@EAZY_ERON Effy breaks my heart.,5
6576,@dfarver76 Good BUT it's supposed to storm later,5
2975,Seems like 60 min wait time  should I call the wife now,5
33851,@cindyasuen - JT on SNL tonight.,4
24847,Loves her david soooooo much &lt;3,4
39231,sorry i havent tweeted in a while- i was on holiday then was ill but im better now,5
26042,ok I promise to become interesting if you follow me,11
24242,Download movie  &quot;Still Waiting...&quot; http://tinyurl.com/d9g8sj cool #movie,5
4579,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,8
2820,They changed the way Golden Gaytimes are made. They used to be awesome.,0
6216,@CapAtomyc That link isn't working for me for some reason,6
35268,@chillman2 dude... Can you really be a bachelor at this point?? Don't worry about it.,3
32234,@mahhsaayyy imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool,9
18068,"My nose is chapped, yuck",4
17575,Gettin ready to head back to Chi...don't wanna leave Indy  #fb,5
27044,concert tonight  chackin out and not coming tomorrow!,8
38104,going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,1
30048,@ikovannoy seperate = Yum. Together = gross sounding.,4
35728,"@jojowright thank you, god bless im going to eaat my in in out",2
35079,"Well, it was very inspirative day. There's no room for design in todays schedule, so i'm heading to bed",2
20178,"@DavidArchie if there is a tesco nearby, then go there",4
18711,@mathewsanders Floor mopping sounds unappealing,5
20691,@bbrooke yeah surrrrrously. we win,3
1335,@isilwenlinwelin i am public and can't get anyone to follow me,5
39578,OOPS I meant 9412tr sorry lol,8
28536,@twittess jï¿½ passo o link,4
28570,Is at the movies with the boyfriend!!,9
5487,@deadlyknitshade  OOh but you soon get to meet the dung mice!!,8
38953,Happy Mothers Day to Heidi Klum,4
34877,@kayemeff its almost your birthday!!,2
15159,is hating the weather. UGH.,5
21317,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,4
2825,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up,5
16219,is so tired ive walked 6.05 kilometres today,8
3261,is sad his new SB6 CD's got nicked,5
32537,needs to escape from this town. getting ready. seeyuhhh.,11
21258,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie,11
10110,@Jonasbrothers come on guys.. you shouldn't promote here :| it's kinda disappointing. Twitter's for UPDATES,5
18908,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss @honorsociety so much,5
19152,@joshhebert yeah bit it is overheating a bit and the AC died.,6
23664,short work week for me,2
11890,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.,5
29845,just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST,4
26636,@GlastoWatch @TheHwicceMan @cakey  i have been getting porn ones as i mentioned - all these girls seem to be at a loss what to do!,4
27770,"@garymurning I can only imagine, but I know I love hearing about your novel!    I'm kinda awake, lol.  Will continue to do so, hopefully.",0
8505,"this evening,picking up n'pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",8
3588,friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends   loner loner la da da,4
13100,Another two hours of work. Ugh. It goes by so slow. And im sore,8
2711,In Kelantan! Good to be (sort of) home! :pI'm guilt stricken after having that turtle egg.  Really. Won't do it again. Really.,4
19968,@xoxoJennxoxox i did a couple hours ago...ive got sun burn and its really uncomfortable,5
5931,@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!,2
181,@taxidermi  I was watching Parental Control,4
32059,@johnataylor She should keep her crown and shut her mouth!   Then she'll know what non-judgmental means!,6
34073,@BabyvibeNancy Hi Nancy your fine (till it the baby moves!)  Just get out of the house &amp; do fun stuff early! The hardest jump was 1 to 2,2
1730,Mudweight hauled in for last time by @dandypig  http://yfrog.com/0zr2jqj,4
12312,@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad,8
16308,"Back from the pub, want more peroni",4
1781,"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez",0
28696,"@JoeSDMF I know, but I wanna finish bsg first",4
35665,Trying to get out to enjoy the weather &amp; train a little... Some minor beer tasting activity took place yesterday with @opsaksa etc,4
11440,#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books,8
6178,@Spiffums I wasn't near him.,8
30017,"@petrilude OMG, you have curly hair! Too cute!",0
13716,@cerealck1 i want one so bad  get one for me ?? (:,11
4053,@Emz2009 so sad emma  u sad to be leaving the show? xx,5
34732,"GOT MY RITE EAR PEIRCED! brother got his first peircing, his left ear. I also got 2 new septum bars, one is a  black c bar with balls!",2
25429,Anyone of you Indie heads know what Donie from The Hassle Merchants' surname is? @unarocks @nialler9 @karlusss Help. Need for copy.,4
39898,happy mothers day!,0
18955,There are ants on my lollipop,4
21122,@annerondeau i love you,0
24635,Heading to the U of Utah hospital. Have a great day everyone,3
4257,@zenithus at least you have a next year  into the big wide world for me!,2
6063,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",8
39534,Great to be sunbathing in my garden.  And this afternoon I'll be watching ADO to see if they can win this important match (on tv).,0
12831,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won't give me any",4
913,I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line,4
31773,I still luv my HAWKS! I aint no fair weather fan! I'm ride or die 4 mine!!,0
28239,@j0shu4 idk... maybe...,4
4861,"Twitter seriously, SERIOUSLY dropped the ball here with my RoxieRavenclaw account. I'm so mad and sad about this.",9
28731,"@mamapigeon I be ok, you?",5
8194,"Whew, the first night and day of summer were.....very sad  But, I have Jess's grad party to go to tonight!!!",2
26117,@Carlkr all the best for your IB exams Carl. I hope you don't find them too difficult and that they go well for you.,0
3665,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",5
31964,@slinkawoogie I'm so honored to hear my name on a Breezy track  hope u liked my shit! #drunk_bowling,2
17145,@dmafiax i know...,4
25227,it's still the 4 am hour at home and my day has begun... gonna drink a lot of coffee today.,4
35090,PUSH was amazing,2
16397,Making an iMovie of college,4
14003,"@briarlaboheme oh dear.  that is terrible. however, moleskine notebooks rule. a lot.",8
27436,@eeUS I sure hope so!,3
37285,@nicnicole nah i followed them first then they followed me. i think 12-306 overnight is pretty good,9
8781,sleeping in was interupted by JACK-HAMMERS at 9am Damn! Universe says GET UP! But I was up intil 3am 'cause I thougth I'd be sleeping in,9
27916,@emzyjonas hey hey,4
28449,"Today I plan on taking my music history final, then catching up on some movies at my movie theatre.",1
13566,http://twitpic.com/67fue - My formerly pretty car,8
4662,@shopbatty  you may have to email the tech support ppl. that's odd.,4
23782,"@TheMakeupMuse I'm definitely make-up challenged. So, curling lashes and 'tined' moisturiser? Does this tip come with a glossary?",2
26212,if you want info on #ecomonday check out http://tinyurl.com/cpv32e &amp; follow @ecomonday . It's like #followfriday but green! (&amp; monday),2
6582,@CarmelaMarie I'm okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,5
2712,@catticho diego? i know lo ame a jack,4
17424,Twitter's being lame and won't post my twitpic of Gucci and I,8
11305,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project =",5
25223,"@zaroi Dammit, you beat me to it",4
10870,Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me,8
16342,It should be illegal for me to date,6
31873,It is officially Mother's Day! Happy Mother's Day to all!,0
39046,"Here's a link to Gregg's performace, its amazing  http://bit.ly/GsWrk",4
17855,@lid86 he already got a shot at having his own show and didn't prove himself,5
19230,"Omg, someone just left me a voicemail at work    ffs let me have a day off",8
6487,@jenberesford So sorry to hear about your mom! that really sucks,5
14564,@mattjay Hey! That's about what ours was... for round 1. :/ Round 2 next week...,4
30031,"at the farm not enjoying cary ann, but loving the company!",2
9999,Wishing I could kidnap @candrews from work,6
32588,@Aroundtheus  cheers!! ;),8
22330,attics to eden out today !,2
38360,left 'Naked' at @iarebinky on her little ass bed  even though my feet stll hurt my nite was made ;-),0
15185,"@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",4
3079,"OK crowdsourcing failed,",5
29212,@Vinken thanks for the #followfriday,4
4718,"http://twitpic.com/61ov1 - @martinhiggins  i ahte stress, its supposed to be friday! it makes me wanna cry",8
8767,@shakes1327 Sadly no robot songs in my library.,8
35178,"@BrisbaneGirl I like tweetie better, that is what I use all the time",3
18724,(that was a  btw -_-),8
23989,"Hard to start the week after a long fun sunny weekend of tennis, free food and drink, and very nice people. 5 days to go until next round",8
21242,"@DesignerDepot thanks for adding, no befriending, no, uh oh never mind, Thanks!",8
2970,Woke up and there was sun! And then it started to rain,9
10552,@laydieluck777 damn  real sorry to hear that ma,8
31463,On my way to dazzle bar!!,1
19542,"@socilover I wish I can see that. They have CNN here again, with no volume.",5
29367,waiting for the plane at the airport   so exited bout going to tasmania see ya when i get back,2
39613,@Bellisma can we please?,4
19112,@materialistic i know i suck.  my data plan is weak sauce.,8
6107,"I'm always a little sad to see followers I really like, decide to unfollow me.",5
37300,finally bought my new house,2
13064,What happened with her??? Why is she being so wierd all of a sudden???,5
37624,128 days till beyonce,4
435,"@SuzyDunkley sorry bout the cat,",8
22393,"@krissysalisbury Oh, don't spoil my fun, lol",5
19829,@DentonPolice http://twitpic.com/5wb0k - what a mess. we're missing the bra strap.,5
15091,Gone to the shiggity shwa. back Sunday.,5
21582,"@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!",11
12008,@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!,11
17567,@thehypercube - touched a real live Cube in Hamilton. Dealership closed - couldn't sit in it though,6
30679,Happy Mothers' Day to my mom and all the mothers in the world,0
36043,hahaha. tea at grandma's was sweat. yep.,0
16720,@AnnieSenior what are u talking about??? since when dnt u trust me? this hurts... Im a good secret keeper,5
32418,I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,2
7343,Suddenly sick with the flu and quite sad about it,5
19423,Bella doesn't love me no more,5
7221,Im craving some cinnamon toast crunch. Why is it so cold today!!,4
17284,@bongy_k Your teacher sounds uber disrespectful.,6
18275,@caramp lol you saw where I was going with that...both of my last names are to common nothing special on me,1
31962,@pameladetlor aw honey... you just relaxin? That's probably for the best.,0
32323,Watched The Rescuers Down Under with Dru and ate Mickey d's. This is how Disney sequels *should* be done,11
21535,Trying to save money for an iPod touch!,9
14288,@atkailash I know,4
12602,Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week,0
20573,loves finding new followers,0
6657,"wow, I didn't realized that there is a limit to the &quot;more&quot; button. That sucks... I guess two days is the max to not sign in to twitter.  !",8
16375,@nicholasxjonas  you disappointed me,8
1007,not well,8
14533,Happy its the weekend...LOVE has knocked me down ya'll!!!,5
26813,Chick fil a on the morning of my final...that is a must!!  *amj*,2
25277,Lying with my new lab pup on my lap,0
21841,http://twitpic.com/4jax3 - Update Ableton Live,4
32236,"@etafish my grandpa called, wants to know what you are doing with his hat.. and when you plan to return it",4
28177,"@WFBL Thanks, the more, the merrier",0
30678,"mmmmmm, late night Brusters ice cream! om nom nom nom",0
23890,"@calbo i incredily love reading your tweets! they're so entertaining, keep it up.",1
24127,Good morning twitterland. Happy Monday,5
10188,"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  @JennOrtigoza",8
2264,Well I'm going to try and sleep now I have to be at work at 9 tomorrow  and then the weekend starts!!!!  http://myloc.me/1XTs,11
29991,@twtboxdj  Thanks Mr. DJ!,2
15751,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh,10
36549,just relax,4
25088,"@MattLewisMusic lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol",1
12962,My tattoo is ticklish,5
3032,@TwoOnTheBeat i wud do but im at work   srry xx,5
16866,My head hurts beyond much.,5
39896,ï¿½Chillingoutnow Just testing how to work Twitter from my phone,5
11328,someone doesn't feel good...,8
916,Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,8
1779,Today = marking *135,4
33899,@ashleythegreat I love you too baby  see i'm cool now!!!,0
21763,"Rachel Allens date bars, so easy to make   http://twitpic.com/4jas7",1
2855,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine,5
39272,http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!,2
33755,had a good time at prom. They played Jonas Brothers for me. pretty much made my night...,5
19699,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,8
32309,@mamacapps  Know I'm not the only one.  Just harder on me.,8
7042,Ugh I can't breathe right today,5
33746,@balkrishnanv could be.,4
29159,@Scath drop me an e-mail or something and i'll totally do it,4
25948,"is feeling sick .... oh well, i reckon those people on the bus cursed me.... Anyways, nighty night all!!",8
9491,@EdwinIsRaDd why did you never buy bagels when i was tehre? i feel so unloved  haha,5
17350,@jordanknight PS- Missed your tweets today!!!  Guess I'm addicted too.,0
33983,taking mum to lunch for mothers day,2
36359,feels at home to be back at church,2
37733,@DavidBurke1 morning David have a safe journey and enjoy your time in the states  xxx,0
23093,@chuckdarw1n whew! thassa relief,3
29596,@laexis and the habitat is twitter-active. Neat,9
8940,"LONELY, I AM SO LONELYYYY ... @fempi plz come back",5
24506,good morning!  i hope you all have a good day today!! although its a monday... be positive! ;),0
22161,Finished my Lunch,4
142,what is it with chocolates? i just can never say no,4
17119,@johnmaine ahh i wish you guys would come to a hot topic near me.,6
2033,its taking foreverrr for @jess_0000 to get here  im bored..,8
27557,have to go now by'all &lt;3 see ya later guys  xx,0
26935,All dressed now everything,2
37266,All ready for work... except my arm,5
13005,working!   I am so ready to go.,2
6211,@chriss_yst so u are very burnt  sorry back or front burnt?,5
5166,@Enchanted_Myst I am soooo disappointed that that is what he looks like btw! The image is gone,8
5084,Not feeling very well.,0
4928,thanks gourmetcook! But cold shower wouldn't help.,8
14319,Sorry if I'm confusing anyone. I keep forgetting to @reply. The desktop Twitterific  is not so terrific  Very different from iPhone app.,5
24088,My Life Would Suck Without You - Kelly Clarkson,8
36810,@johncmayer maybe she's funny like a jester,2
10845,"Oops - correction, it's @nowheremonastry.  Can't seem to spell worth a darn today...",4
23173,@midgetmeg HI MEG! @mileycyrus Life's a climb but the view is great.,4
19682,@sunmess she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.,8
32517,@Jordanbrown Get her Clogging Shoes,5
12228,@penflare  tell me about it,5
6713,@artybloodyfarty ok then,4
35759,@vieriu I am blessed beyond measure,2
9497,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe..",8
31597,"@studio8 --sorry for running over uncle Terry, but he just wasn't living up to his potential. expecting more from his next return.",5
26836,looooove the mcfly video on my myspace  ? www.myspace.com/kat_04071991 - go watch it  its my favourite,0
30557,@sonya415 hotness personified,0
2600,Okay I'm seriously bored. I have nothing to do. I can't go out cause it's raining.,6
32749,@ConcreteLoop @RapUp @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!,3
29671,@slighter Thank you!,4
35645,@ ginniejean there's a lot of mojo all over the place...  yes.,5
9933,Not good news  Time for an incredibly hard decision.,8
2863,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",4
16399,@TaraCherish i guess it wasnt meant to be..,4
32849,Happy mother's Day!!!! No gift to your mother can ever equal her gift to you - life,0
30444,A long day with the family.   I'm so tired now.  Had fun!,2
25698,"dont look at my toes... put shoes on, then painted big toe!",4
5922,@MisterDiggler we told you guys!   we are just going for a while to get our passes then we are going to see UP downtown disney! Yay!,1
21063,http://twitpic.com/4ja12 - we were bored,5
19162,I love it when it rains on me when im golfing,2
20979,"@girlsmadethis i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!",2
32363,"@misterperturbed You saw that fraktastic zoidberg painting that was tweeted around last week or so, didn't you?",4
3271,@geekgrrl  I missed one,4
38320,morning  football today! thinking of learning some Applescript,1
25688,@Iamlegend01 u don't have school today????,3
14192,My flip flop just broke...walking in downtown seattle,5
7284,@HerDesign no one I know likes boiled peanuts t.,9
38769,busy exam week coming up! always look on the bright side of life  *whistle*,1
9418,Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo,9
13528,@paulmjohnston Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,4
34850,@IdolScott That is so great Scott!  So glad to hear it went well   People just love you!!  I'd sure have been there if I were closer.,5
17277,@TeamCyrus AHHH! still not following!! Do you think she forgot??,5
14233,@McFlyingGirl  i got too do course work   i hate it it is hard this one,6
23668,Fixing openbox theme a little,5
5073,@ani_trip I bet he didn't fall asleep till like this morning  sorries.,5
25404,@FakerParis A little tired but gland its bank holiday here so i can have a lie in,2
2396,Sometimes I have a pillow and sometimes I don't,8
23196,@vileness now that is hilarious. I can imagine their reactions.,2
26093,watching supernatural!  how exciting.,2
2367,I am living in a country where the government is ALWAYS a circus show ... sad but true...,5
32395,"Yo! Its moms day today, so do it big for mom dukes  and behave!",4
6428,asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment.,5
6134,Shower. Then back to bed. So sick still.,6
11964,got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,0
34345,Its 11:11,4
29893,@thedcsportspage That's what I told him.,4
32596,@beneubanks I like your HR shirts. They're inspiring me to think of witty/rude HR-like sayings I'd never actually wear.,0
38395,@AmyMeredithband amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  xx,2
12162,"@markhoppus Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",1
10731,@featherblossoms I can't stream videos on my phone,4
27475,"@Jenderose as nerdy as I am, I just found out it was Star Wars day today!  I love you D",5
11789,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...,6
21196,"@misskittymarie Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I'm excited to record that on Wednesday",2
18166,@loldarian OMG SO srry to hear that,5
14094,"me and chloe are drinking away our sorrows, Dreambears SO should've got through",8
35395,@mileycyruuus what are u doing now ??,4
36282,"last leg of my travels today. totally exhausted, but thank goodness &quot;Ed&quot; is keeping me company",3
8054,"@thegoodhuman Sorry to hear, wish there were words to make it better you",5
2333,Going to be a strange weekend. Probably srtarting off with working til midnight tonight,5
33838,Heading to the airport,4
13439,@FafsaHelp i don't know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.,7
35500,@halian: Happy Mother's day to my Mother. Thank you for being such an awesome mother,0
10657,@Rckstar53 Why I gotta be all that?... I sad now,8
27151,@bubblegumneko What are you doing up so early?,4
12977,@ragazza_matta take my &quot;how well do you know me&quot; quiz!! i made one the other day... no one took it yet  i put pics from yday on fb xx,2
25187,is going to her last full day of school. life is good.,8
25193,"@nkangel74 wow, Germany, that would be fun! If I could just meet them, just once, I would be good.",9
8069,@_Enigma__ did you even listen to the blip i sent you,5
35775,"Hi tweete, surprised to see everyone still up...maybe it's the full moon",9
29875,"just got back from hangin with the bestie at the pool, soo nice",1
12689,@gfalcone601 bless her lil socks... think they need to rethink the age thing me,0
35573,@rohanbabu I brought a buffalo 320gb for 3800...it has the fastest transfer rate for a usb hdd...I benchmarked it at 34mb/s on my comp!!!,2
27438,Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,11
33849,@shaevvv,4
3433,Just got bullied by Dillah.  HELP!,8
22194,finally getting sleepy right when the sky brightens ... figures! G'nimorning,7
10919,"@GlamourFrog I so need a tweet editor. Yes, I meant it",4
2940,emily is over tonight XD work experience is over. Jen I'm  going to miss seeing you like everyday,4
27103,Mode: Home Office,4
22933,I just eat a reallyyy good ice cream!,2
11062,"Gettin some fuel, too bad no one is reading this!",5
23697,"@Chappers67 TV is shite,thank god for youtube",6
39319,"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",3
30145,@fatbellybella lol cute.  BTW Happy Mother's Day lady,0
32656,@renu19 lol y??? .. trashed the kitchen ?,5
8564,"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor @selenagomez two heartbreaks in a row :-/",5
3679,"Seriously, google, WTF? I don't feel online if I can't get into my inbox",5
9920,@nmarshall23,4
31104,Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,1
15224,Exam is commmmmiinnnnnggggggg !,4
27166,"@gfalcone601 Salt &amp; Vinegar, dont smell as bad afterward haha!",4
19088,@Xx_JessicaB_xX yip.....aw gonna miss them on bb,8
17047,"By @nikhilbhaskaran Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more",5
483,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,5
38918,Digging a downloaded film with mi familia. We love iTunes,0
21794,@tracey1972 Morning babe!  I plan on overdoing it today! lol Hope you do rest &amp; put your feet up! xxxx,2
25862,@djcool_m  yeeee  so wassup?,4
25902,@lizbastian awesome! I am at 1505 west lake street: right across from the dunn brothers on lake,4
23246,It's going to be a good week,5
21825,@tom_howarth hehehehe I will keep silent now,2
27897,@Tamarzipan My windows open and its not that cold ahahah,5
2955,@alexlomas Bastard! I want to be at the beach in the sun,6
8943,why is it still raining?!  at least i have cute rainboots,9
39634,@leeye yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,8
34410,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",1
7994,To lose this gut lol no seriously i have gained a lil and im not liking how it looks.,4
654,I miss my friend,8
16818,wtf my pic isn't showing,9
9093,Potluck for danielle taking veggie tray. I will miss her,5
1642,not so good mood..,5
7477,"@DarkAeon Alas, the best I can offer is a small pony and a rowing boat",5
35299,@cacsb911 thank you cici  right back at ya!,0
22737,Finally managed to catch her boyfriend on skype... sooo happy now,0
13820,"@ausaudriel no money atm, plus I did that trial so I don't know if it would let me play without buying that new exp",5
35864,Goodnight;,4
19976,@jmallen1012 aww i'm sorry   glad mommy took care of you. erin is in for some fun if there's a bug on you in colorado,3
14197,@djmo27 Don't count on it,4
27165,End of the academic year brings in a lot of mood swings ... Just recovered from some serious hypertension,5
17336,"@toee speaking of meeting people, do you have them photos of us and oli? i lost them",4
24888,"@NatFace Ah - yes - that track is also on the compilation, with Kenny Rogers",3
19535,Why does twitter eat my DM's?  Not happy,8
12822,@mitchelmusso  imnot aloud to call you!but i think your awesomeily!xx,5
15170,"@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x",1
25633,"Happy &quot;Star Wars&quot; Day, Twitters.  http://migre.me/SiE :*",0
160,don't you hate it when you finish all your work and there's still 1.25 hours left of work time,6
19390,Making a list of SiC 2009 attendances,5
9286,"@Cathiria I'm on it, probably not until next week though",4
32951,"@limegreenman That be it, my Nathan sense was tingling.",0
19156,"Got stuck in a traffic jam today, i now have one sunburned arm",8
22310,@twinklette Hope you  feel better soon little Magic Girl,4
22152,"@helenotway yes, it will finish at 7:30 tonight. Still the food has been great as has been the discussion",1
32998,I've got Isabel now to get some food!,11
